5,4,1,3,2
"('攻坚', 0.0022568737238279684)","('专业', 0.0008853130394557897)","('集中式', 0.0015656010821343388)","('本省', 0.002660227954436529)",
"('攻坚克难', 0.003964132789246552)","('业主', 0.002789320472156153)","('布式', 0.0015656010821343388)","('省级', 0.001514530135329182)",
"('克难', 0.003964132789246552)","('主打', 0.002789320472156153)","('分布式', 0.0015656010821343388)","('一流', 0.001514530135329182)",
"('研讨', 0.003964132789246552)","('无论是', 0.002789320472156153)","('日益', 0.0015656010821343388)","('大数', 0.001514530135329182)",
"('科特', 0.003964132789246552)","('教师', 0.0015880255318442896)","('待发', 0.0015656010821343388)","('时代', 0.001514530135329182)",
"('激活', 0.003964132789246552)","('学业', 0.002789320472156153)","('特征', 0.0015656010821343388)","('专题', 0.002660227954436529)",
"('存量', 0.003964132789246552)","('导师', 0.0008853130394557897)","('趋势', 0.0015656010821343388)","('专题研究', 0.002660227954436529)",
"('高层次', 0.003964132789246552)","('引导', 0.002789320472156153)","('中心化', 0.0015656010821343388)","('方法', 0.0008443398739933731)",
"('陕西省', 0.001258191191541849)","('通俗易懂', 0.002789320472156153)","('中心', 0.0004969120853754774)","('方法论', 0.002660227954436529)",
"('创意', 0.003964132789246552)","('一流', 0.0015880255318442896)","('平化', 0.0015656010821343388)","('合上', 0.002660227954436529)",
"('产业', 0.0005496146584093837)","('易懂', 0.002789320472156153)","('扁平化', 0.0015656010821343388)","('互设', 0.001514530135329182)",
"('中心', 0.001258191191541849)","('生活', 0.0015880255318442896)","('扁平', 0.0015656010821343388)","('全额', 0.002660227954436529)",
"('建立', 0.003964132789246552)","('助学', 0.002789320472156153)","('速变', 0.0015656010821343388)","('设计', 0.001514530135329182)",
"('实质', 0.003964132789246552)","('生理', 0.002789320472156153)","('切要', 0.0015656010821343388)","('数据挖掘', 0.001514530135329182)",
"('强化', 0.0022568737238279684)","('理解', 0.002789320472156153)","('大网', 0.0015656010821343388)","('挖掘', 0.001514530135329182)",
"('新闻史', 0.003964132789246552)","('课本', 0.002789320472156153)","('网络', 0.0004969120853754774)","('经历', 0.002660227954436529)",
"('史论', 0.003964132789246552)","('枯燥', 0.002789320472156153)","('迫切要求', 0.0015656010821343388)","('历年', 0.002660227954436529)",
"('基础', 0.0005496146584093837)","('盲区', 0.002789320472156153)","('并行', 0.0015656010821343388)","('电信', 0.002660227954436529)",
"('基础学科', 0.003964132789246552)","('困惑', 0.0015880255318442896)","('蓄势待发', 0.0015656010821343388)","('学院', 0.0008443398739933731)",
"('学科建设', 0.003964132789246552)","('就业', 0.002789320472156153)","('蓄势', 0.0015656010821343388)","('信息工程', 0.002660227954436529)",
"('走出', 0.003964132789246552)","('疑惑', 0.002789320472156153)","('经验', 0.0015656010821343388)","('工程', 0.002660227954436529)",
"('进来', 0.003964132789246552)","('师生', 0.002789320472156153)","('本性', 0.0015656010821343388)","('获工学', 0.002660227954436529)",
"('举办', 0.003964132789246552)","('交流', 0.0008853130394557897)","('根本性', 0.0015656010821343388)","('工学', 0.002660227954436529)",
"('学术', 0.0022568737238279684)","('亦师亦友', 0.002789320472156153)","('故障诊断', 0.0015656010821343388)","('学士', 0.002660227954436529)",
"('学术会议', 0.0022568737238279684)","('主编', 0.002789320472156153)","('带动', 0.0015656010821343388)","('授课', 0.001514530135329182)",
"('传统', 0.003964132789246552)","('省级', 0.0015880255318442896)","('不断丰富', 0.0015656010821343388)","('讲授', 0.002660227954436529)",
"('所要', 0.003964132789246552)","('学院', 0.0008853130394557897)","('围绕', 0.0004969120853754774)","('中心', 0.0008443398739933731)",
"('突破', 0.0022568737238279684)","('传授', 0.002789320472156153)","('规模化', 0.0015656010821343388)","('创新', 0.0008443398739933731)",
"('成本', 0.0022568737238279684)","('讲台', 0.002789320472156153)","('做好', 0.0008913333967647424)","('研究员', 0.002660227954436529)",
"('高层', 0.003964132789246552)","('做好', 0.0015880255318442896)","('有望', 0.0015656010821343388)","('博士生', 0.001514530135329182)",
"('省文', 0.003964132789246552)","('一位', 0.002789320472156153)","('氢能', 0.0015656010821343388)","('导师', 0.0008443398739933731)",
"('实验室', 0.003964132789246552)","('老师', 0.002789320472156153)","('储能', 0.0015656010821343388)","('体系', 0.0008443398739933731)",
"('体系', 0.001258191191541849)","('教书', 0.002789320472156153)","('成本', 0.0008913333967647424)","('系主任', 0.001514530135329182)",
"('实验', 0.0022568737238279684)","('教书育人', 0.002789320472156153)","('工作', 0.0004969120853754774)","('主任', 0.001514530135329182)",
"('代表', 0.0022568737238279684)","('育人', 0.002789320472156153)","('迫切', 0.0015656010821343388)","('入选', 0.002660227954436529)",
"('出发', 0.003964132789246552)","('人之初', 0.002789320472156153)","('利用效率', 0.0015656010821343388)","('拔尖', 0.002660227954436529)",
"('处于', 0.0022568737238279684)","('初心', 0.002789320472156153)","('利用', 0.0008913333967647424)","('人才', 0.001514530135329182)",
"('平原', 0.003964132789246552)","('从小', 0.002789320472156153)","('直流电', 0.0015656010821343388)","('支持', 0.0003688323162218343)",
"('原地', 0.003964132789246552)","('梦想', 0.002789320472156153)","('建筑', 0.0015656010821343388)","('期刊', 0.002660227954436529)",
"('地势', 0.003964132789246552)","('热爱', 0.002789320472156153)","('诊断', 0.0015656010821343388)","('编委', 0.002660227954436529)",
"('高地', 0.003964132789246552)","('不仅仅', 0.002789320472156153)","('信息化', 0.0015656010821343388)","('编委会', 0.002660227954436529)",
"('亮点', 0.003964132789246552)","('仅仅', 0.002789320472156153)","('升天', 0.0015656010821343388)","('情报研究', 0.002660227954436529)",
"('着力', 0.003964132789246552)","('生知', 0.002789320472156153)","('回升', 0.0015656010821343388)","('咨询', 0.002660227954436529)",
"('国家', 0.0005496146584093837)","('主讲', 0.002789320472156153)","('稳步', 0.0015656010821343388)","('会社', 0.002660227954436529)",
"('国家电网', 0.003964132789246552)","('自主', 0.002789320472156153)","('降至', 0.0015656010821343388)","('计算', 0.002660227954436529)",
"('家电', 0.003964132789246552)","('承担', 0.002789320472156153)","('国内', 0.0008913333967647424)","('信息检索', 0.002660227954436529)",
"('家电网', 0.003964132789246552)","('学理', 0.002789320472156153)","('常规', 0.0015656010821343388)","('检索', 0.002660227954436529)",
"('电网', 0.0022568737238279684)","('治理', 0.0015880255318442896)","('有余', 0.0015656010821343388)","('会通', 0.002660227954436529)",
"('沟通', 0.0022568737238279684)","('博士', 0.0015880255318442896)","('体平', 0.0015656010821343388)","('通讯', 0.002660227954436529)",
"('对接', 0.003964132789246552)","('博士生', 0.0015880255318442896)","('蓬勃', 0.0015656010821343388)","('广播', 0.002660227954436529)",
"('计划', 0.001258191191541849)","('教成', 0.002789320472156153)","('资源配置', 0.0015656010821343388)","('广播电视', 0.002660227954436529)",
"('申报', 0.003964132789246552)","('成绩', 0.002789320472156153)","('攻坚', 0.0008913333967647424)","('电视', 0.002660227954436529)",
"('虚拟', 0.003964132789246552)","('绩优', 0.002789320472156153)","('水电', 0.0015656010821343388)","('合发', 0.002660227954436529)",
"('仿真', 0.003964132789246552)","('优异', 0.002789320472156153)","('风电', 0.0015656010821343388)","('随后', 0.002660227954436529)",
"('真实', 0.003964132789246552)","('授课', 0.0015880255318442896)","('入关', 0.0015656010821343388)","('奖学', 0.001514530135329182)",
"('校庆', 0.003964132789246552)","('二等', 0.0015880255318442896)","('带来', 0.0015656010821343388)","('媒介', 0.002660227954436529)",
,"('二等奖', 0.0015880255318442896)","('替代', 0.0015656010821343388)","('驱动', 0.001514530135329182)",
,"('作主', 0.002789320472156153)","('多国', 0.0015656010821343388)","('代表性', 0.002660227954436529)",
,"('获得好评', 0.002789320472156153)","('众多', 0.0015656010821343388)","('专著', 0.001514530135329182)",
,"('好评', 0.002789320472156153)","('重塑', 0.0008913333967647424)","('论文', 0.001514530135329182)",
,"('立足', 0.002789320472156153)","('煤炭', 0.0015656010821343388)","('多元', 0.001514530135329182)",
,"('升级', 0.0015880255318442896)","('较快', 0.0015656010821343388)","('路径', 0.002660227954436529)",
,"('强国', 0.002789320472156153)","('长年', 0.0015656010821343388)","('危机', 0.002660227954436529)",
,"('时代', 0.0015880255318442896)","('窗口', 0.0015656010821343388)","('机信息', 0.002660227954436529)",
,"('时代背景', 0.002789320472156153)","('力达', 0.0015656010821343388)","('时空', 0.002660227954436529)",
,"('交叉学科', 0.0015880255318442896)","('需求', 0.0004969120853754774)","('协作', 0.001514530135329182)",
,"('桥梁', 0.002789320472156153)","('新旧', 0.0015656010821343388)","('智能', 0.0008443398739933731)",
,"('进一步', 0.0015880255318442896)","('交织', 0.0015656010821343388)","('智能化', 0.001514530135329182)",
,"('一方', 0.002789320472156153)","('根基', 0.0015656010821343388)","('转型', 0.0008443398739933731)",
,"('推动', 0.0015880255318442896)","('补短', 0.0015656010821343388)","('自由', 0.002660227954436529)",
,"('中观', 0.002789320472156153)","('强弱', 0.0015656010821343388)","('奖学金', 0.001514530135329182)",
,"('层面', 0.002789320472156153)","('弱项', 0.0015656010821343388)","('自由贸易', 0.002660227954436529)",
,"('多个', 0.0015880255318442896)","('公里', 0.0015656010821343388)","('贸易', 0.002660227954436529)",
,"('融合', 0.0003867305915324259)","('超过', 0.0015656010821343388)","('试验', 0.002660227954436529)",
,"('应对', 0.0015880255318442896)","('万公里', 0.0015656010821343388)","('试验区', 0.002660227954436529)",
,"('行业', 0.002789320472156153)","('里程', 0.0015656010821343388)","('文化产业', 0.002660227954436529)",
,"('必由之路', 0.002789320472156153)","('窗口期', 0.0015656010821343388)","('产业', 0.0003688323162218343)",
,"('理论课', 0.002789320472156153)","('成效', 0.0015656010821343388)","('策略', 0.002660227954436529)",
,"('之路', 0.002789320472156153)","('成效显著', 0.0015656010821343388)","('研究社', 0.002660227954436529)",
,"('更是', 0.002789320472156153)","('立方米', 0.0015656010821343388)","('会管', 0.002660227954436529)",
,"('主动', 0.002789320472156153)","('立方', 0.0015656010821343388)","('重点', 0.001514530135329182)",
,"('应变', 0.002789320472156153)","('亿立方米', 0.0015656010821343388)","('报告', 0.001514530135329182)",
,"('变重', 0.0015880255318442896)","('稳居', 0.0015656010821343388)","('科学出版社', 0.002660227954436529)",
,"('重塑', 0.0015880255318442896)","('一十', 0.0015656010821343388)","('代表', 0.001514530135329182)",
,"('新发', 0.002789320472156153)","('北美地区', 0.0015656010821343388)","('启动', 0.0008443398739933731)",
,"('优势', 0.0015880255318442896)","('服务', 0.0015656010821343388)","('特聘', 0.002660227954436529)",
,"('持续', 0.0008853130394557897)","('中俄', 0.0015656010821343388)","('回国', 0.001514530135329182)",
,"('高质', 0.0015880255318442896)","('东线', 0.0015656010821343388)","('赴法', 0.002660227954436529)",
,"('高质量', 0.0015880255318442896)","('方向', 0.00021706571139514568)","('法国', 0.002660227954436529)",
,"('质量', 0.0015880255318442896)","('互动', 0.0015656010821343388)","('国特', 0.002660227954436529)",
,"('有效途径', 0.002789320472156153)","('实时', 0.0015656010821343388)","('特鲁瓦', 0.002660227954436529)",
,"('途径', 0.002789320472156153)","('柔性', 0.0015656010821343388)","('攻读', 0.002660227954436529)",
,"('建设网', 0.002789320472156153)","('调节', 0.0008913333967647424)","('信息管理', 0.002660227954436529)",
,"('建设', 0.0008853130394557897)","('灵活', 0.0015656010821343388)","('得知', 0.002660227954436529)",
,"('浪潮', 0.002789320472156153)","('综合', 0.0015656010821343388)","('知识', 0.001514530135329182)",
,"('轮数', 0.002789320472156153)","('三代', 0.0015656010821343388)","('组织', 0.001514530135329182)",
,"('参与', 0.0015880255318442896)","('西电东', 0.0015656010821343388)","('科研项目', 0.001514530135329182)",
,"('各类', 0.002789320472156153)","('共建', 0.0015656010821343388)","('项目部', 0.002660227954436529)",
,"('科研项目', 0.0015880255318442896)","('公共建筑', 0.0015656010821343388)","('目部', 0.002660227954436529)",
,"('实践', 0.0003867305915324259)","('公共', 0.0015656010821343388)","('分选', 0.002660227954436529)",
,"('思维', 0.0015880255318442896)","('社区', 0.0015656010821343388)","('选取', 0.002660227954436529)",
,"('奖学', 0.0015880255318442896)","('园区', 0.0015656010821343388)","('主持', 0.001514530135329182)",
,"('奖学金', 0.0015880255318442896)","('工业园区', 0.0015656010821343388)","('评估', 0.001514530135329182)",
,"('优秀', 0.0015880255318442896)","('工业园', 0.0015656010821343388)","('科技部', 0.002660227954436529)",
,"('生在', 0.002789320472156153)","('煤制油', 0.0015656010821343388)","('中法', 0.002660227954436529)",
,"('全国', 0.002789320472156153)","('多极', 0.0015656010821343388)","('杰出', 0.002660227954436529)",
,"('数据挖掘', 0.0015880255318442896)","('北美', 0.0015656010821343388)","('杰出青年', 0.002660227954436529)",
,"('斩获', 0.002789320472156153)","('新升', 0.0015656010821343388)","('青年科', 0.002660227954436529)",
,"('一等', 0.002789320472156153)","('亚太地区', 0.0015656010821343388)","('科研人员', 0.002660227954436529)",
,"('一等奖', 0.002789320472156153)","('亚太', 0.0015656010821343388)","('交流', 0.0008443398739933731)",
,"('上好', 0.002789320472156153)","('十年', 0.0015656010821343388)","('留学', 0.001514530135329182)",
,"('认可', 0.002789320472156153)","('近十年', 0.0015656010821343388)","('学回', 0.001514530135329182)",
,"('有成', 0.002789320472156153)","('态势', 0.0015656010821343388)","('主楼', 0.002660227954436529)",
,"('成就', 0.002789320472156153)","('打好', 0.0015656010821343388)",,
,"('成就感', 0.002789320472156153)","('协同', 0.0015656010821343388)",,
,"('开心', 0.002789320472156153)","('供给', 0.0015656010821343388)",,
,"('幸福', 0.002789320472156153)","('力持', 0.0015656010821343388)",,
,"('事情', 0.002789320472156153)","('多极化', 0.0015656010821343388)",,
,"('跟踪', 0.002789320472156153)","('制造', 0.0015656010821343388)",,
,"('学术前沿', 0.002789320472156153)","('风速', 0.0015656010821343388)",,
,"('术前', 0.002789320472156153)","('风力', 0.0015656010821343388)",,
,"('反哺', 0.002789320472156153)","('光伏', 0.0015656010821343388)",,
,"('母校', 0.002789320472156153)","('电池', 0.0015656010821343388)",,
,"('新一轮', 0.0015880255318442896)","('转换', 0.0008913333967647424)",,
,"('一轮', 0.0015880255318442896)","('版图', 0.0015656010821343388)",,
,"('采纳', 0.002789320472156153)","('极化', 0.0015656010821343388)",,
,,"('连续', 0.0015656010821343388)",,
,,"('不平', 0.0015656010821343388)",,
,,"('迭代', 0.0008913333967647424)",,
,,"('八章', 0.0015656010821343388)",,
,,"('第九章', 0.0015656010821343388)",,
,,"('第九', 0.0015656010821343388)",,
,,"('改革', 0.0015656010821343388)",,
,,"('积极参与', 0.0015656010821343388)",,
,,"('二十四', 0.0015656010821343388)",,
,,"('二十三', 0.0015656010821343388)",,
,,"('拓展', 0.0015656010821343388)",,
,,"('二十二', 0.0015656010821343388)",,
,,"('新格局', 0.0015656010821343388)",,
,,"('开放', 0.0015656010821343388)",,
,,"('第八章', 0.0015656010821343388)",,
,,"('实施', 0.0015656010821343388)",,
,,"('第八', 0.0015656010821343388)",,
,,"('制度', 0.0015656010821343388)",,
,,"('二十一', 0.0015656010821343388)",,
,,"('活力', 0.0015656010821343388)",,
,,"('主体', 0.0008913333967647424)",,
,,"('场主', 0.0015656010821343388)",,
,,"('市场主体', 0.0015656010821343388)",,
,,"('激发', 0.0008913333967647424)",,
,,"('十九', 0.0015656010821343388)",,
,,"('效能', 0.0015656010821343388)",,
,,"('九章', 0.0015656010821343388)",,
,,"('施与', 0.0015656010821343388)",,
,,"('第七章', 0.0015656010821343388)",,
,,"('评估', 0.0008913333967647424)",,
,,"('家安', 0.0015656010821343388)",,
,,"('国计民生', 0.0015656010821343388)",,
,,"('国计', 0.0015656010821343388)",,
,,"('攸关', 0.0015656010821343388)",,
,,"('动力', 0.0015656010821343388)",,
,,"('物质基础', 0.0015656010821343388)",,
,,"('物质', 0.0015656010821343388)",,
,,"('文明', 0.0015656010821343388)",,
,,"('人类文明', 0.0015656010821343388)",,
,,"('人类', 0.0015656010821343388)",,
,,"('测评', 0.0015656010821343388)",,
,,"('管理', 0.0004969120853754774)",,
,,"('监测', 0.0015656010821343388)",,
,,"('二十七', 0.0015656010821343388)",,
,,"('分工', 0.0015656010821343388)",,
,,"('责任', 0.0015656010821343388)",,
,,"('落实', 0.0008913333967647424)",,
,,"('二十六', 0.0015656010821343388)",,
,,"('领导', 0.0008913333967647424)",,
,,"('组织', 0.0008913333967647424)",,
,,"('五加', 0.0015656010821343388)",,
,,"('二十五', 0.0015656010821343388)",,
,,"('七章', 0.0015656010821343388)",,
,,"('第七', 0.0015656010821343388)",,
,,"('多元化', 0.0015656010821343388)",,
,,"('第三章', 0.0015656010821343388)",,
,,"('第四章', 0.0015656010821343388)",,
,,"('第四', 0.0015656010821343388)",,
,,"('管控', 0.0015656010821343388)",,
,,"('应急', 0.0008913333967647424)",,
,,"('战略', 0.0008913333967647424)",,
,,"('安全性', 0.0015656010821343388)",,
,,"('定性', 0.0015656010821343388)",,
,,"('稳定性', 0.0015656010821343388)",,
,,"('稳定', 0.0015656010821343388)",,
,,"('三章', 0.0015656010821343388)",,
,,"('第三', 0.0015656010821343388)",,
,,"('九大', 0.0015656010821343388)",,
,,"('五发', 0.0015656010821343388)",,
,,"('原则', 0.0015656010821343388)",,
,,"('本原', 0.0015656010821343388)",,
,,"('思想', 0.0004969120853754774)",,
,,"('指导思想', 0.0015656010821343388)",,
,,"('指导方针', 0.0015656010821343388)",,
,,"('二章', 0.0015656010821343388)",,
,,"('第二章', 0.0015656010821343388)",,
,,"('第二', 0.0015656010821343388)",,
,,"('目录', 0.0015656010821343388)",,
,,"('四章', 0.0015656010821343388)",,
,,"('大力发展', 0.0015656010821343388)",,
,,"('新体', 0.0015656010821343388)",,
,,"('统筹', 0.0015656010821343388)",,
,,"('完善', 0.0015656010821343388)",,
,,"('十八', 0.0015656010821343388)",,
,,"('数字化', 0.0008913333967647424)",,
,,"('数字', 0.0004969120853754774)",,
,,"('产业链', 0.0015656010821343388)",,
,,"('六章', 0.0015656010821343388)",,
,,"('第六章', 0.0015656010821343388)",,
,,"('第六', 0.0015656010821343388)",,
,,"('乡村', 0.0015656010821343388)",,
,,"('区域', 0.0015656010821343388)",,
,,"('合理配置', 0.0015656010821343388)",,
,,"('减少', 0.0015656010821343388)",,
,,"('三合', 0.0015656010821343388)",,
,,"('布局', 0.0015656010821343388)",,
,,"('展布', 0.0015656010821343388)",,
,,"('五章', 0.0015656010821343388)",,
,,"('第五章', 0.0015656010821343388)",,
,,"('第五', 0.0015656010821343388)",,
,,"('能降', 0.0015656010821343388)",,
,,"('节能', 0.0015656010821343388)",,
,,"('力度', 0.0008913333967647424)",,
,,"('足迹', 0.0015656010821343388)",,
,,"('全当', 0.0015656010821343388)",,
,,"('当今', 0.0015656010821343388)",,
,,"('当今世界', 0.0015656010821343388)",,
,,"('经济性', 0.0015656010821343388)",,
,,"('开启', 0.0015656010821343388)",,
,,"('化开', 0.0015656010821343388)",,
,,"('气候变化', 0.0015656010821343388)",,
,,"('应对', 0.0008913333967647424)",,
,,"('十倍', 0.0015656010821343388)",,
,,"('数十倍', 0.0015656010821343388)",,
,,"('数十', 0.0015656010821343388)",,
,,"('跃升', 0.0015656010821343388)",,
,,"('风能', 0.0015656010821343388)",,
,,"('大幅', 0.0008913333967647424)",,
,,"('平和', 0.0015656010821343388)",,
,,"('征程', 0.0015656010821343388)",,
,,"('技术水平', 0.0015656010821343388)",,
,,"('能源技术', 0.0015656010821343388)",,
,,"('调整', 0.0015656010821343388)",,
,,"('加快调整', 0.0015656010821343388)",,
,,"('世纪', 0.0015656010821343388)",,
,,"('本世纪', 0.0015656010821343388)",,
,,"('有待', 0.0015656010821343388)",,
,,"('具备', 0.0015656010821343388)",,
,,"('前列', 0.0015656010821343388)",,
,,"('处于', 0.0008913333967647424)",,
,,"('启新', 0.0015656010821343388)",,
,,"('巴黎', 0.0015656010821343388)",,
,,"('今世', 0.0015656010821343388)",,
,,"('提出', 0.0004969120853754774)",,
,,"('新机遇', 0.0015656010821343388)",,
,,"('新机', 0.0015656010821343388)",,
,,"('迎来', 0.0015656010821343388)",,
,,"('投资', 0.0015656010821343388)",,
,,"('为重', 0.0015656010821343388)",,
,,"('已成', 0.0015656010821343388)",,
,,"('业已', 0.0015656010821343388)",,
,,"('复苏', 0.0015656010821343388)",,
,,"('体积', 0.0015656010821343388)",,
,,"('经济体', 0.0015656010821343388)",,
,,"('多个', 0.0008913333967647424)",,
,,"('协定', 0.0015656010821343388)",,
,,"('美国', 0.0015656010821343388)",,
,,"('欧盟', 0.0015656010821343388)",,
,,"('中国', 0.0008913333967647424)",,
,,"('电量', 0.0015656010821343388)",,
,,"('发电量', 0.0015656010821343388)",,
,,"('增发', 0.0015656010821343388)",,
,,"('新增', 0.0015656010821343388)",,
,,"('提供', 0.0015656010821343388)",,
,,"('支持', 0.00021706571139514568)",,
,,"('广泛支持', 0.0015656010821343388)",,
,,"('再生能源', 0.0015656010821343388)",,
,,"('再生', 0.0015656010821343388)",,
,,"('可再生', 0.0015656010821343388)",,
,,"('紧密', 0.0015656010821343388)",,
,,"('中华人民共和国', 0.0015656010821343388)",,
,,"('中华人民', 0.0015656010821343388)",,
,,"('中华', 0.0015656010821343388)",,
,,"('支撑', 0.0015656010821343388)",,
,,"('内在', 0.0015656010821343388)",,
,,"('如期', 0.0015656010821343388)",,
,,"('力争', 0.0015656010821343388)",,
,,"('全力', 0.0015656010821343388)",,
,,"('崭新', 0.0015656010821343388)",,
,,"('主导', 0.0015656010821343388)",,
,,"('一轮', 0.0008913333967647424)",,
,,"('驱动', 0.0008913333967647424)",,
,,"('新一轮', 0.0008913333967647424)",,
,,"('变局', 0.0015656010821343388)",,
,,"('大变局', 0.0015656010821343388)",,
,,"('大变', 0.0015656010821343388)",,
,,"('未有', 0.0015656010821343388)",,
,,"('百年', 0.0015656010821343388)",,
,,"('深远', 0.0015656010821343388)",,
,,"('影响', 0.0004969120853754774)",,
,,"('疫情', 0.0015656010821343388)",,
,,"('肺炎', 0.0015656010821343388)",,
,,"('华人', 0.0015656010821343388)",,
,,"('人民', 0.0008913333967647424)",,
,,"('人民共和国', 0.0015656010821343388)",,
,,"('共和', 0.0015656010821343388)",,
,,"('多轮', 0.0015656010821343388)",,
,,"('化形', 0.0015656010821343388)",,
,,"('方兴未艾', 0.0015656010821343388)",,
,,"('重构', 0.0015656010821343388)",,
,,"('变重', 0.0008913333967647424)",,
,,"('工业体系', 0.0015656010821343388)",,
,,"('蓄力', 0.0015656010821343388)",,
,,"('起步', 0.0015656010821343388)",,
,,"('纲领', 0.0015656010821343388)",,
,,"('举措', 0.0008913333967647424)",,
,,"('阐明', 0.0015656010821343388)",,
,,"('编制', 0.0015656010821343388)",,
,,"('纲要', 0.0015656010821343388)",,
,,"('远景', 0.0015656010821343388)",,
,,"('四个', 0.0008913333967647424)",,
,,"('十四个', 0.0015656010821343388)",,
,,"('第十四', 0.0015656010821343388)",,
,,"('第十', 0.0008913333967647424)",,
,,"('国民经济', 0.0015656010821343388)",,
,,"('国民', 0.0015656010821343388)",,
,,"('共和国', 0.0015656010821343388)",,
,,"('求进', 0.0015656010821343388)",,
